ts,security_id,mark_type,mark
2025-01-01,158662852,CLEAN_PRICE,95.4239
2025-01-01,132891612,CLEAN_PRICE,97.2829
2025-01-01,754161866,CLEAN_PRICE,104.3542
2025-01-01,530956092,CLEAN_PRICE,94.9660
2025-01-01,637806816,CLEAN_PRICE,100.8990
2025-01-01,380189875,CLEAN_PRICE,108.3539
2025-01-01,888509996,CLEAN_PRICE,95.1390
2025-01-01,190639628,CLEAN_PRICE,90.1621
2025-01-01,798511939,CLEAN_PRICE,93.6406
2025-01-01,754343502,CLEAN_PRICE,98.8186
2025-01-01,380022858,CLEAN_PRICE,97.7889
2025-01-01,790496734,CLEAN_PRICE,108.1509
2025-01-01,279560127,CLEAN_PRICE,101.7028
2025-01-01,882750453,CLEAN_PRICE,101.6961
2025-01-01,350443477,CLEAN_PRICE,95.7738
2025-01-01,799307140,CLEAN_PRICE,95.0815
2025-01-01,178998596,CLEAN_PRICE,109.9121
2025-01-01,024517953,CLEAN_PRICE,101.0672
2025-01-01,943424247,CLEAN_PRICE,96.4517
2025-01-01,949697307,CLEAN_PRICE,107.1318
2025-01-01,069469598,CLEAN_PRICE,93.0993
2025-01-01,106016345,CLEAN_PRICE,107.2971
2025-01-01,692534865,CLEAN_PRICE,101.6838
2025-01-01,948474520,CLEAN_PRICE,94.6555
2025-01-01,094880563,CLEAN_PRICE,97.2844
2025-01-01,863644195,CLEAN_PRICE,96.3922
2025-01-01,189932194,CLEAN_PRICE,96.1075
2025-01-01,477339302,CLEAN_PRICE,108.9755
2025-01-01,731999276,CLEAN_PRICE,108.2961
2025-01-01,759392149,CLEAN_PRICE,104.3903
2025-01-01,704241675,CLEAN_PRICE,95.4018
2025-01-01,614266814,CLEAN_PRICE,95.0168
2025-01-01,275757052,CLEAN_PRICE,101.0064
2025-01-01,182851312,CLEAN_PRICE,97.6215
2025-01-01,970975722,CLEAN_PRICE,100.1114
2025-01-01,220703069,CLEAN_PRICE,93.6850
2025-01-01,637115493,CLEAN_PRICE,109.6694
2025-01-01,748486718,CLEAN_PRICE,100.3143
2025-01-01,132136786,CLEAN_PRICE,103.1072
2025-01-01,852852351,CLEAN_PRICE,94.8653
2025-01-01,613978150,CLEAN_PRICE,92.9441
2025-01-01,395440548,CLEAN_PRICE,92.2924
2025-01-01,153287743,CLEAN_PRICE,95.9025
2025-01-01,095186425,CLEAN_PRICE,89.5116
2025-01-01,416568596,CLEAN_PRICE,97.5224
2025-01-01,151322013,CLEAN_PRICE,94.9194
2025-01-01,825954557,CLEAN_PRICE,92.6869
2025-01-01,311269082,CLEAN_PRICE,102.2172
2025-01-01,662751636,CLEAN_PRICE,94.2057
2025-01-01,643840611,CLEAN_PRICE,99.6788
2025-01-01,338871486,CLEAN_PRICE,94.1826
2025-01-01,994035508,CLEAN_PRICE,97.0741
2025-01-01,551689546,CLEAN_PRICE,91.1916
2025-01-01,144537115,CLEAN_PRICE,105.1880
2025-01-01,316278104,CLEAN_PRICE,108.5809
2025-01-01,882772363,CLEAN_PRICE,94.5636
2025-01-01,720623192,CLEAN_PRICE,97.4528
2025-01-01,818694982,CLEAN_PRICE,94.5153
2025-01-01,390157670,CLEAN_PRICE,98.3389
2025-01-01,290324254,CLEAN_PRICE,89.6579
2025-01-01,775145387,CLEAN_PRICE,91.8081
2025-01-01,928776196,CLEAN_PRICE,95.5620
2025-01-01,803728639,CLEAN_PRICE,100.1715
2025-01-01,221964769,CLEAN_PRICE,90.7894
2025-01-01,110910033,CLEAN_PRICE,103.1868
2025-01-01,260837783,CLEAN_PRICE,95.8368
2025-01-01,896654875,CLEAN_PRICE,91.7687
2025-01-01,970017603,CLEAN_PRICE,106.3889
2025-01-01,293341993,CLEAN_PRICE,97.3966
2025-01-01,905445354,CLEAN_PRICE,91.6890
2025-01-01,342384584,CLEAN_PRICE,101.7962
2025-01-01,716195556,CLEAN_PRICE,104.2374
2025-01-01,919551338,CLEAN_PRICE,103.4190
2025-01-01,499450790,CLEAN_PRICE,96.4624
2025-01-01,396128422,CLEAN_PRICE,102.7459
2025-01-01,023522799,CLEAN_PRICE,109.0123
